,CreationTime,principal component 1,InBandwidth
419,2018-08-10 11:30:00,129473954.40570459,714150975.203625
420,2018-08-10 11:45:00,146652297.93200815,733148463.2537056
421,2018-08-10 12:00:00,158430624.6796436,740867742.536042
422,2018-08-10 12:15:00,169976016.3115147,749549048.7054195
423,2018-08-10 12:30:00,187492330.97830632,770023683.2380795
424,2018-08-10 12:45:00,204288265.0225438,784243486.4158968
425,2018-08-10 13:00:00,205765389.71514985,782826883.5559863
426,2018-08-10 13:15:00,189877975.58206713,772557525.7562246
427,2018-08-10 13:30:00,169224975.3184904,750398496.3133372
428,2018-08-10 13:45:00,164710536.00057763,742808379.8845294
429,2018-08-10 14:00:00,190192984.0226116,765927079.3890879
430,2018-08-10 14:15:00,201041282.091362,781827698.500563
431,2018-08-10 15:00:00,294632886.1098645,865278112.6139742
432,2018-08-10 15:15:00,303598762.95804596,873184169.6955029
433,2018-08-10 15:30:00,308253738.72493273,877198826.8641617
434,2018-08-10 15:45:00,287403175.81574607,858032640.8291104
435,2018-08-10 16:00:00,305911439.23685807,874984669.1070224
436,2018-08-10 16:15:00,276825807.13472587,842739992.6774429
437,2018-08-10 16:30:00,272198435.65485597,837312738.3916876
438,2018-08-10 16:45:00,279212563.8365576,845912717.6597401
439,2018-08-10 17:00:00,299837985.2709624,864319758.3903718
440,2018-08-10 17:15:00,284943762.27133566,851942629.860399
441,2018-08-10 17:30:00,264830077.824581,832577615.3117278
